OBJECTID;ID_ELEM;ID_PERC;ORIG;NOME;COD_ENTE;STATO;TIPO_ELE;SEDE;ID_SEDE;FITTIZIO;C_LARGH;C_TF;FLG_ST;NODO_INI;NODO_FIN;VISIBILE;PERCORSOAM;CLAS_AMM;ISTAT_ENTE;PERIMETRO;ORIG_FID
258364.000000;02173880180510;000000186026;2.00000000000;SS 50 BIS DEL GRAPPA E DEL PASSO ROLLE;1.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;3.00000000000;21.0000000000;0E-11;0217388;0180510;1.00000000000;SS 50 BIS DEL GRAPPA E DEL PASSO ROLLE (BL);1.00000000000;025022;87.44;9165
258365.000000;01805120217388;000000186026;2.00000000000;SS 50 BIS DEL GRAPPA E DEL PASSO ROLLE;1.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;3.00000000000;21.0000000000;0E-11;0180512;0217388;1.00000000000;SS 50 BIS DEL GRAPPA E DEL PASSO ROLLE (BL);1.00000000000;025022;57.81;9166
258366.000000;02173760180512;000000186026;2.00000000000;SS 50 BIS DEL GRAPPA E DEL PASSO ROLLE;1.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;3.00000000000;21.0000000000;0E-11;0217376;0180512;1.00000000000;SS 50 BIS DEL GRAPPA E DEL PASSO ROLLE (BL);1.00000000000;025022;67.60;9167
258367.000000;01760720217375;000000186026;2.00000000000;SS 50 BIS DEL GRAPPA E DEL PASSO ROLLE;1.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;3.00000000000;21.0000000000;0E-11;0176072;0217375;1.00000000000;SS 50 BIS DEL GRAPPA E DEL PASSO ROLLE (BL);1.00000000000;025022;114.05;9168
258368.000000;02173890176072;000000186026;2.00000000000;SS 50 BIS DEL GRAPPA E DEL PASSO ROLLE;1.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;3.00000000000;21.0000000000;0E-11;0217389;0176072;1.00000000000;SS 50 BIS DEL GRAPPA E DEL PASSO ROLLE (BL);1.00000000000;025022;37.98;9169
258369.000000;01760730217389;000000186026;2.00000000000;SS 50 BIS DEL GRAPPA E DEL PASSO ROLLE;1.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;3.00000000000;21.0000000000;0E-11;0176073;0217389;1.00000000000;SS 50 BIS DEL GRAPPA E DEL PASSO ROLLE (BL);1.00000000000;025022;132.39;9170
258370.000000;01837050187402;000000027131;2.00000000000;FRAZIONE CARPEN;2.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;3.00000000000;21.0000000000;0E-11;0183705;0187402;1.00000000000;SR 348 FELTRINA (BL);2.00000000000;025042;145.02;9219
258371.000000;01906540213930;000000027131;2.00000000000;FRAZIONE SANTA MARIA;2.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;3.00000000000;21.0000000000;0E-11;0190654;0213930;1.00000000000;SR 348 FELTRINA (BL);2.00000000000;025042;138.94;9220
258372.000000;01653780190654;000000027131;2.00000000000;FRAZIONE SANTA MARIA;2.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;3.00000000000;21.0000000000;0E-11;0165378;0190654;1.00000000000;SR 348 FELTRINA (BL);2.00000000000;025042;215.79;9221
258373.000000;02173910174143;000000027131;2.00000000000;VIA DELLA VITTORIA;2.00000000000;1.00000000000;1.00000000000;1.00000000000;;0E-11;3.00000000000;21.0000000000;0E-11;0217391;0174143;1.00000000000;SR 348 FELTRINA (BL);2.00000000000;025002;42.71;9222
